"wp_id","slug","title","deathdate","description","prev_views","latest_views","diff","ratio","pct_change","anomaly_score"
6253522,"Jeffrey_Epstein","Jeffrey Epstein","2019-08-10","American financier and convicted sex offender",33654061,4692391,-28961670,0.13943015673502226076,-0.86056984326497773924,2897.02756984326497773924
162617,"Chuck_Norris","Chuck Norris","2026-03-19","American martial artist, actor, film producer and screenwriter",222490,11404771,11182281,51.2597015596206571,50.2597015596206571,1168.4878015596206571
385653,"Ali_Khamenei","Ali Khamenei","2026-02-28","Supreme Leader of Iran since 1989",5466387,16677099,11210712,3.0508449182247799,2.0508449182247799,1123.1220449182247799
57808336,"Alysa_Liu","Alysa Liu",,"American figure skater",8525700,1282989,-7242711,0.15048488687145923502,-0.84951511312854076498,725.12061511312854076498
55943877,"Bad_Bunny","Bad Bunny",,"Puerto Rican singer",7723513,617053,-7106460,0.07989278971887533561,-0.92010721028112466439,711.56610721028112466439
3201113,"Eric_Dane","Eric Dane","2026-02-19","American actor",7623747,783382,-6840365,0.10275550854455164895,-0.89724449145544835105,684.93374449145544835105
32018562,"Ghislaine_Maxwell","Ghislaine Maxwell",,"British socialite, daughter of Robert Maxwell; associate of Jeffrey Epstein",7696009,976732,-6719277,0.12691409274599341035,-0.87308590725400658965,672.80078590725400658965
600595,"James_Van_Der_Beek","James Van Der Beek","2026-02-11","American actor",7012502,428952,-6583550,0.06116960822257162993,-0.93883039177742837007,659.29383039177742837007
68174063,"Ilia_Malinin","Ilia Malinin",,"American figure skater",6720231,474700,-6245531,0.07063745278994129815,-0.92936254721005870185,625.48246254721005870185
23324096,"Mojtaba_Khamenei","Mojtaba Khamenei","2026-02-28","cleric and 3rd Supreme Leader of Iran since 2026",206969,5618141,5411172,27.1448429474945523,26.1448429474945523,567.2620429474945523
67087988,"Eileen_Gu","Eileen Gu",,"American-born Chinese freestyle skier (born 2003)",5369151,465915,-4903236,0.08677628921220505812,-0.91322371078779494188,491.23682371078779494188
11512356,"Yanar_Mohammed","Yanar Mohammed","2026-03-02","Iraqi feminist, director of the Organization of Women's Freedom in Iraq/Kirkuk",206,88603,88397,430.1116504854368932,429.1116504854368932,437.9513504854368932
56472,"Benjamin_Netanyahu","Benjamin Netanyahu",,"Prime Minister of Israel",861791,4955561,4093770,5.7503048883081861,4.7503048883081861,414.1273048883081861
6209704,"Savannah_Guthrie","Savannah Guthrie",,"American journalist and attorney (born 1971)",4477147,451300,-4025847,0.10080080015241849329,-0.89919919984758150671,403.48389919984758150671
3946794,"Lindsey_Vonn","Lindsey Vonn",,"American alpine skier",4216366,221435,-3994931,0.05251797400889770954,-0.94748202599110229046,400.44058202599110229046
33438856,"Johnny_Gaudreau","Johnny Gaudreau","2024-08-29","American ice hockey player",3640303,152239,-3488064,0.04182041989361874547,-0.95817958010638125453,349.76457958010638125453
26232,"Ruhollah_Khomeini","Ruhollah Khomeini","1989-06-03","First Supreme Leader of Iran from 1979 to 1989",980678,4217553,3236875,4.3006501624386394,3.3006501624386394,326.9881501624386394
62493394,"Virginia_Giuffre","Virginia Giuffre","2025-04-25","advocate for sex trafficking victims (1983–2025)",3717979,541867,-3176112,0.14574235088471451829,-0.85425764911528548171,318.46545764911528548171
37205890,"Markwayne_Mullin","Markwayne Mullin",,"American politician (born 1977)",59314,2735187,2675873,46.1136831102269279,45.1136831102269279,312.7009831102269279
33121272,"Ryuichi_Kihara","Ryuichi Kihara",,"Japanese figure skater",2825246,235854,-2589392,0.08348087210812792939,-0.91651912789187207061,259.85571912789187207061
57879465,"Riku_Miura","Riku Miura",,"Japanese figure skater",2884710,301788,-2582922,0.10461640858179851701,-0.89538359141820148299,259.18758359141820148299
2310146,"Michael_B._Jordan","Michael B. Jordan",,"American actor and producer",394695,2808148,2413453,7.1147290946173628,6.1147290946173628,247.4600290946173628
7907317,"Mahmoud_Ahmadinejad","Mahmoud Ahmadinejad",,"6th President of Iran (2005–2013)",193287,2440461,2247174,12.6261000481149793,11.6261000481149793,236.3435000481149793
34076202,"Pete_Hegseth","Pete Hegseth",,"United States Secretary of War",419971,2583873,2163902,6.1525033871386358,5.1525033871386358,221.5427033871386358
531848,"Ali_Larijani","Ali Larijani","2026-03-01","Iranian politician (1958–2026)",194924,2271116,2076192,11.6512897334345694,10.6512897334345694,218.2704897334345694
27663933,"Kristi_Noem","Kristi Noem",,"Governor of South Dakota",580493,2681412,2100919,4.6191978197842179,3.6191978197842179,213.7110978197842179
471457,"Robert_Mueller","Robert Mueller","2026-03-20","Sixth director of the FBI; American attorney",28922,1582371,1553449,54.7116727750501348,53.7116727750501348,209.0565727750501348
993669,"Rebecca_Gayheart","Rebecca Gayheart",,"American actress",2239566,232573,-2006993,0.10384735256741707992,-0.89615264743258292008,201.59545264743258292008
67755905,"Leonid_Radvinsky","Leonid Radvinsky","2026-03-20","Ukrainian-American businessman (1982–2026)",22036,1378924,1356888,62.5759666001089127,61.5759666001089127,197.2647666001089127
2650383,"Masoud_Pezeshkian","Masoud Pezeshkian",,"President of Iran",437153,2287653,1850500,5.2330717163098503,4.2330717163098503,189.2830717163098503
58956734,"Jutta_Leerdam","Jutta Leerdam",,"Dutch speed skater",2039253,164526,-1874727,0.08067954295028620774,-0.91932045704971379226,188.39202045704971379226
20065598,"Mohammad_Reza_Pahlavi","Mohammad Reza Pahlavi","1980-07-27","Last Shah of Iran from 1941 to 1979",968562,2827108,1858546,2.9188714816397918,1.9188714816397918,187.7734714816397918
1578228,"Amy_Madigan","Amy Madigan",,"American actress, producer, and singer",157465,1867533,1710068,11.8599879338265646,10.8599879338265646,181.8667879338265646
4550623,"Pam_Bondi","Pam Bondi",,"American attorney and politician (born 1965)",2250399,443406,-1806993,0.19703439256771799134,-0.80296560743228200866,181.50226560743228200866
28753159,"Zendaya","Zendaya",,"American actress and singer",564281,2343015,1778734,4.1522131703885121,3.1522131703885121,181.0256131703885121
57275042,"Jack_Hughes","Jack Hughes",,"American ice hockey player (born 2001)",1992601,220347,-1772254,0.11058260032992054104,-0.88941739967007945896,178.11481739967007945896
436753,"Catherine_O'Hara","Catherine O'Hara","0206-01-30","Canadian-American actress, comedian, and screenwriter",2529172,763509,-1765663,0.30188101086047133212,-0.69811898913952866788,177.26441898913952866788
216970,"Peter_Mandelson","Peter Mandelson",,"British Labour politician",1831278,140117,-1691161,0.07651323283521125684,-0.92348676716478874316,170.03958676716478874316
63121147,"Carlos_Alcaraz","Carlos Alcaraz",,"Spanish tennis player",2144797,454858,-1689939,0.21207508216395304544,-0.78792491783604695456,169.78182491783604695456
53282782,"Johannes_Høsflot_Klæbo","Johannes Høsflot Klæbo",,"Norwegian cross-country skier",1798171,123628,-1674543,0.06875208197663069864,-0.93124791802336930136,168.38554791802336930136
