wp_id,slug,title,deathdate,description,prev_views,latest_views,diff,ratio,pct_change,anomaly_score
39700916,Christina_Koch,Christina Koch,,American astronaut,103927,2580880,2476953,24.8335851126271325,23.8335851126271325,271.52888511262713250
5242829,Nathalie_Baye,Nathalie Baye,2026-04-17,French actress,24282,1907308,1883026,78.5482250226505230,77.5482250226505230,265.85082502265052300
37205890,Markwayne_Mullin,Markwayne Mullin,,American politician (born 1977),2732036,182811,-2549225,0.06691383276062248082,-0.93308616723937751918,255.855586167239377519180
2310146,Michael_B._Jordan,Michael B. Jordan,,American actor and producer,2808148,351731,-2456417,0.12525372594321951692,-0.87474627405678048308,246.516446274056780483080
1666454,Patrick_Muldoon,Patrick Muldoon,2026-04-19,American actor,12760,1392803,1380043,109.1538401253918495,108.1538401253918495,246.15814012539184950
20065598,Mohammad_Reza_Pahlavi,Mohammad Reza Pahlavi,1980-07-27,Last Shah of Iran from 1941 to 1979,2827108,472806,-2354302,0.16724016203130548957,-0.83275983796869451043,236.262959837968694510430
159362,John_F._Kennedy_Jr.,John F. Kennedy Jr.,1999-07-16,"American magazine publisher and lawyer, son of President John F. Kennedy",3589452,1245658,-2343794,0.34703291755956062374,-0.65296708244043937626,235.032367082440439376260
251081,Asha_Bhosle,Asha Bhosle,2026-04-12,Indian singer,43779,1937502,1893723,44.2564243130267937,43.2564243130267937,232.62872431302679370
17356928,Jessie_Buckley,Jessie Buckley,,Irish actress,2670282,391071,-2279211,0.14645307124865463648,-0.85354692875134536352,228.774646928751345363520
7907317,Mahmoud_Ahmadinejad,Mahmoud Ahmadinejad,,6th President of Iran (2005–2013),2440461,181539,-2258922,0.07438717520992959937,-0.92561282479007040063,226.817812824790070400630
30876201,Carolyn_Bessette_Kennedy,Carolyn Bessette Kennedy,1999-07-16,American publicist and socialite (1966–1999),3256328,1044284,-2212044,0.32069373846860635661,-0.67930626153139364339,221.883706261531393643390
3949844,Rory_McIlroy,Rory McIlroy,,Northern Irish professional golfer,119825,2132213,2012388,17.7943918214062174,16.7943918214062174,218.03319182140621740
39700888,Victor_Glover,Victor Glover,,American astronaut,13412,1195798,1182386,89.1588130032806442,88.1588130032806442,206.39741300328064420
60216431,Michael_Olise,Michael Olise,,French-English footballer (born 2001),475934,2441367,1965433,5.1296335206142028,4.1296335206142028,200.67293352061420280
531848,Ali_Larijani,Ali Larijani,2026-03-01,Iranian politician (1958–2026),2170818,187953,-1982865,0.08658164802392462196,-0.91341835197607537804,199.199918351976075378040
2650383,Masoud_Pezeshkian,Masoud Pezeshkian,,President of Iran,2287653,323658,-1963995,0.14148037311602764930,-0.85851962688397235070,197.258019626883972350700
23437180,Reid_Wiseman,Reid Wiseman,,"American astronaut, engineer, and naval aviator",64804,1770848,1706044,27.3262144312079501,26.3262144312079501,196.93061443120795010
27663933,Kristi_Noem,Kristi Noem,,Governor of South Dakota,2681412,772864,-1908548,0.28823023093802817322,-0.71176976906197182678,191.566569769061971826780
213735,Nicholas_Brendon,Nicholas Brendon,2026-03-20,American actor and writer,2062346,170898,-1891448,0.08286582367847102281,-0.91713417632152897719,190.061934176321528977190
750582,Viktor_Orbán,Viktor Orbán,,"Hungarian politician, chairman of Fidesz; Prime Minister of Hungary (2010-present)",400686,2243745,1843059,5.5997589134634103,4.5997589134634103,188.90565891346341030
1578228,Amy_Madigan,Amy Madigan,,"American actress, producer, and singer",1866833,197741,-1669092,0.10592324005414517528,-0.89407675994585482472,167.803276759945854824720
353929,Jermaine_Jackson,Jermaine Jackson,,American musician and member of the Jackson 5 (born 1954),173468,1758406,1584938,10.1367745059607536,9.1367745059607536,167.63057450596075360
67129733,John_Ternus,John Ternus,,Apple senior vice president of hardware engineering,21581,1105744,1084163,51.2369213660164033,50.2369213660164033,158.65322136601640330
1615178,Mircea_Lucescu,Mircea Lucescu,2026-04-07,Romanian footballer and manager,152291,1564223,1411932,10.2712767005272800,9.2712767005272800,150.46447670052728000
471457,Robert_Mueller,Robert Mueller,2026-03-20,Sixth director of the FBI; American attorney,1582371,103546,-1478825,0.06543724575336630917,-0.93456275424663369083,148.817062754246633690830
71802019,D4vd,D4vd,,American singer (born 2005),100486,1431710,1331224,14.2478554226459407,13.2478554226459407,146.37025542264594070
419280,Paul_Thomas_Anderson,Paul Thomas Anderson,,"American film director, screenwriter, and producer",1771355,322095,-1449260,0.18183537461434890239,-0.81816462538565109761,145.744164625385651097610
22811438,Jeremy_Hansen,Jeremy Hansen,,Canadian astronaut,61447,1282161,1220714,20.8661285335329634,19.8661285335329634,141.93752853353296340
17992,Lafcadio_Hearn,Lafcadio Hearn,1904-09-26,Greco-Japanese writer,1496742,132745,-1363997,0.08868929982588849648,-0.91131070017411150352,137.311010700174111503520
613947,Reza_Pahlavi,Reza Pahlavi,,Crown Prince of Iran,1613003,299194,-1313809,0.18548880566248171888,-0.81451119433751828112,132.195411194337518281120
23680998,Justin_Bieber,Justin Bieber,,"Canadian singer, songwriter, and actor",357190,1620678,1263488,4.5372994764691061,3.5372994764691061,129.88609947646910610
46494361,Timothée_Chalamet,Timothée Chalamet,,American actor,1917798,649376,-1268422,0.33860500428095138278,-0.66139499571904861722,127.503594995719048617220
67755905,Leonid_Radvinsky,Leonid Radvinsky,2026-03-20,Ukrainian-American businessman (1982–2026),1378877,113168,-1265709,0.08207258515444089647,-0.91792741484555910353,127.488827414845559103530
68319,Cesar_Chavez,Cesar Chavez,1993-04-23,"Mexican-American farm worker, labor leader, and civil rights activist",1398068,146599,-1251469,0.10485827584924338444,-0.89514172415075661556,126.042041724150756615560
64372,Jacqueline_Kennedy_Onassis,Jacqueline Kennedy Onassis,1994-05-19,35th First Lady of the United States,2105924,870546,-1235378,0.41337959014665296563,-0.58662040985334703437,124.124420409853347034370
70530918,Kimi_Antonelli,Kimi Antonelli,,Italian F1 driver,1364552,193831,-1170721,0.14204735327052395218,-0.85795264672947604782,117.930052646729476047820
1442176,Joe_Jackson_(manager),Joe Jackson (talent manager),2018-06-27,American music manager and father of the Jackson family,79910,1113346,1033436,13.9324990614441246,12.9324990614441246,116.27609906144412460
14723736,Tyson_Fury,Tyson Fury,,British boxer,150592,1230239,1079647,8.1693516255843604,7.1693516255843604,115.13405162558436040
34076202,Pete_Hegseth,Pete Hegseth,,United States Secretary of War,2583873,1448674,-1135199,0.56065990859457875832,-0.43934009140542124168,113.959240091405421241680
86665,Jim_Carrey,Jim Carrey,,Canadian-American actor and comedian,1537602,413754,-1123848,0.26909044082929132506,-0.73090955917070867494,113.115709559170708674940
32433138,Dawood_Ibrahim,Dawood Ibrahim,,Indian criminal and drug dealer,1548703,426423,-1122280,0.27534201199326145814,-0.72465798800673854186,112.952657988006738541860
46826003,Emilio_Insolera,Emilio Insolera,,deaf actor and film producer,941,97476,96535,103.5876726886291180,102.5876726886291180,112.24117268862911800
5132,Charlize_Theron,Charlize Theron,,South African/American actress and producer,387643,1465801,1078158,3.7813168301762188,2.7813168301762188,110.59711683017621880
113746,Sean_Penn,Sean Penn,,"American actor, screenwriter, and film director",1582765,501799,-1080966,0.31703948469924467625,-0.68296051530075532375,108.779560515300755323750
54520372,Pope_Leo_XIV,Pope Leo XIV,,267th Pope of the Catholic Church (2025–),676804,1748166,1071362,2.5829723228586119,1.5829723228586119,108.71917232285861190
3330033,Alan_Ritchson,Alan Ritchson,,"American actor, model, and singer",1489493,424551,-1064942,0.28503054395018976256,-0.71496945604981023744,107.209169456049810237440
2563894,Mario_Adorf,Mario Adorf,2026-04-08,German actor,34089,834742,800653,24.4871366129836604,23.4871366129836604,103.55243661298366040
30864680,Oscar_Schmidt,Oscar Schmidt,2026-04-17,Brazilian basketball player,21622,720771,699149,33.3350753861807418,32.3350753861807418,102.24997538618074180
4550623,Pam_Bondi,Pam Bondi,,American attorney and politician (born 1965),443406,1423645,980239,3.2107030576943027,2.2107030576943027,100.23460305769430270
11888919,Michael_Eneramo,Michael Eneramo,2026-04-24,Nigerian football striker,1289,114961,113672,89.1861908456167572,88.1861908456167572,99.55339084561675720
1500332,Vincent_Kompany,Vincent Kompany,,Belgian professional footballer,197394,1133126,935732,5.7404277738938367,4.7404277738938367,98.31362777389383670
57808336,Alysa_Liu,Alysa Liu,,American figure skater,1281576,331271,-950305,0.25848720637714813636,-0.74151279362285186364,95.772012793622851863640
651268,Lamar_Odom,Lamar Odom,,American basketball player,526063,1439358,913295,2.7360943461144388,1.7360943461144388,93.06559434611443880
1445197,Katherine_Jackson,Katherine Jackson,,Matriarch of the Jackson musical family,99591,940692,841101,9.4455523089435792,8.4455523089435792,92.55565230894357920
37313,Bruce_Lee,Bruce Lee,1973-07-20,"Chinese-American actor, martial artist",1767440,871820,-895620,0.49326709817589281673,-0.50673290182410718327,90.068732901824107183270
58584574,Hunter_Schafer,Hunter Schafer,,"American actress, model, and LGBTQ activist (born 1998)",400101,1276663,876562,3.1908518099179957,2.1908518099179957,89.84705180991799570
341911,Caroline_Kennedy,Caroline Kennedy,,American author and diplomat,1543090,656756,-886334,0.42561094945855394047,-0.57438905054144605953,89.207789050541446059530
59772180,Aditya_Dhar,Aditya Dhar,,Indian director,1268915,389716,-879199,0.30712537876847542980,-0.69287462123152457020,88.612774621231524570200
39187701,Adan_Canto,Adan Canto,2024-01-08,Mexican actor (1981–2024),36391,727627,691236,19.9946964908906048,18.9946964908906048,88.11829649089060480
396241,Banksy,Banksy,,"Pseudonymous England-based graffiti artist, political activist, and painter",1128446,270149,-858297,0.23939913828397637104,-0.76060086171602362896,86.590300861716023628960
604244,Anne_Hathaway,Anne Hathaway,,American actress,742855,1593083,850228,2.1445409938682515,1.1445409938682515,86.16734099386825150
301775,Hulk_Hogan,Hulk Hogan,2025-07-24,"American professional wrestler, television personality, and entrepreneur",240200,1055442,815242,4.3940133222314738,3.3940133222314738,84.91821332223147380
202553,Moya_Brennan,Moya Brennan,2026-04-13,"Irish folk singer, songwriter, harpist, and philanthropist",11911,469773,457862,39.4402653009822853,38.4402653009822853,84.22646530098228530
18657642,Hero_Fiennes_Tiffin,Hero Fiennes Tiffin,,British actor and model,1166130,331909,-834221,0.28462435577508511058,-0.71537564422491488942,84.137475644224914889420
18949387,Afrika_Bambaataa,Afrika Bambaataa,2026-04-09,"American DJ, record producer and activist",20632,585473,564841,28.3769387359441644,27.3769387359441644,83.86103873594416440
16288,Jürgen_Habermas,Jürgen Habermas,2026-03-14,German sociologist and philosopher,913166,96742,-816424,0.10594130749502281075,-0.89405869250497718925,82.536458692504977189250
6828742,Ursula_Donath,Ursula Donath,2026-04-12,East German middle distance runner (born 1931),184,14791,14607,80.3858695652173913,79.3858695652173913,80.84656956521739130000
69236467,Emily_Rudd,Emily Rudd,,American actress,1020360,248554,-771806,0.24359441765651338743,-0.75640558234348661257,77.937005582343486612570
26763420,Tom_Holland_(actor),Tom Holland,,English actor,1556210,786207,-770003,0.50520623823262927240,-0.49479376176737072760,77.495093761767370727600
81719589,Connor_Storrie,Connor Storrie,,American actor (born 2000),1063702,299921,-763781,0.28195960898823166639,-0.71804039101176833361,77.096140391011768333610
29490,Saddam_Hussein,Saddam Hussein,2006-12-30,Iraqi politician and President,1216420,470421,-745999,0.38672580194340770458,-0.61327419805659229542,75.213174198056592295420
38348303,Ryan_Coogler,Ryan Coogler,,American film director and screenwriter,855567,115631,-739936,0.13515130901495733239,-0.86484869098504266761,74.858448690985042667610
338887,Daryl_Hannah,Daryl Hannah,,American actress,1100360,361355,-739005,0.32839707004980188302,-0.67160292995019811698,74.572102929950198116980
17015795,Teyana_Taylor,Teyana Taylor,,"American singer-songwriter, actress, dancer, model, and director from New York",944294,215729,-728565,0.22845533276712549270,-0.77154466723287450730,73.628044667232874507300
430391,Calvin_Klein,Calvin Klein,,American fashion designer,1073595,348667,-724928,0.32476585677094248762,-0.67523414322905751238,73.168034143229057512380
172051,Louis_Theroux,Louis Theroux,,British-American journalist (born 1970),914423,194233,-720190,0.21241044899351831702,-0.78758955100648168298,72.806589551006481682980
221259,Kurt_Russell,Kurt Russell,,American actor,1274776,559093,-715683,0.43858136645183153746,-0.56141863354816846254,72.129718633548168462540
66222386,Luke_Thompson,Luke Thompson (actor),,English actor,831263,122847,-708416,0.14778355346021656203,-0.85221644653978343797,71.693816446539783437970
67519,Lionel_Jospin,Lionel Jospin,2026-03-22,93rd Prime Minister of France,748291,47327,-700964,0.06324678500743694632,-0.93675321499256305368,71.033153214992563053680
60070,Janet_Jackson,Janet Jackson,,"American singer, songwriter, dancer, and actress",189706,864415,674709,4.5566033757498445,3.5566033757498445,71.02750337574984450
46932262,Yomif_Kejelcha,Yomif Kejelcha,,Ethiopian athletics competitor,3473,186463,182990,53.6893175928591995,52.6893175928591995,70.98831759285919950
69820108,Angus_Cloud,Angus Cloud,2023-07-31,American actor from California (1998–2023),258872,941423,682551,3.6366350937915263,2.6366350937915263,70.89173509379152630
5962511,Kim_Jong_Un,Kim Jong Un,,Current supreme leader of North Korea,1226278,526775,-699503,0.42957225033801470792,-0.57042774966198529208,70.520727749661985292080
53396477,JD_Vance,JD Vance,,vice president of the United States since 2025,748596,1438186,689590,1.9211777781340002,0.92117777813400018167,69.880177778134000181670
23528038,Paris_Jackson,Paris Jackson,,Daughter of Michael Jackson,231072,899801,668729,3.8940287010109403,2.8940287010109403,69.76692870101094030
44059,Harrison_Ford,Harrison Ford,,American film actor,1215531,525219,-690312,0.43209017293676590725,-0.56790982706323409275,69.599109827063234092750
48606351,Bam_Adebayo,Bam Adebayo,,American basketball player,779259,94663,-684596,0.12147822482640559814,-0.87852177517359440186,69.338121775173594401860
1133034,Diego_Simeone,Diego Simeone,,Argentinian football coach and former player,268166,936175,668009,3.4910279453771172,2.4910279453771172,69.29192794537711720
1409614,Randy_Jackson_(The_Jacksons),Randy Jackson (Jacksons singer),,American singer and musician (born 1961),73406,682286,608880,9.2946898073726943,8.2946898073726943,69.18268980737269430
61490711,Feride_Rushiti,Feride Rushiti,,"doctor, founder and executive director of the Kosovo Center for the Rehabilitation of Torture Victims",189,13019,12830,68.8835978835978836,67.8835978835978836,69.16659788359788360000
21247,Neil_Armstrong,Neil Armstrong,2012-08-25,American astronaut; first human to walk on the Moon,252221,915413,663192,3.6294083363399558,2.6294083363399558,68.94860833633995580
50769522,Mackenyu,Mackenyu,,Japanese actor,934803,255967,-678836,0.27381918971162908121,-0.72618081028837091879,68.609780810288370918790
1353497,Shia_LaBeouf,Shia LaBeouf,,American actor and artist,974403,295338,-679065,0.30309635746195362699,-0.69690364253804637301,68.603403642538046373010
524577,Ronaldinho,Ronaldinho,,Brazilian association footballer,458589,1124541,665952,2.4521761315687904,1.4521761315687904,68.04737613156879040
3875624,Imrich_Bugár,Imrich Bugár,2026-04-08,Czechoslovak discus thrower,667,43068,42401,64.5697151424287856,63.5697151424287856,67.80981514242878560
8161655,Saint_Patrick,Saint Patrick,0461-03-17,"Primary Christian patron saint of Ireland, a 5th-century Romano-British missionary and bishop",727869,71628,-656241,0.09840781789030718440,-0.90159218210969281560,66.525692182109692815600
62727035,Esmail_Qaani,Esmail Qaani,,Iranian general in the Quds Force,699297,45583,-653714,0.06518403482354421655,-0.93481596517645578345,66.306215965176455783450
6188911,İlber_Ortaylı,İlber Ortaylı,2026-03-13,Turkish historian (1947–2026),689883,36857,-653026,0.05342500105090283425,-0.94657499894909716575,66.249174998949097165750
23635804,Debbie_Rowe,Debbie Rowe,,former wife of Michael Jackson,134320,741089,606769,5.5173391899940441,4.5173391899940441,65.19423918999404410
733314,Igor_Tudor,Igor Tudor,,Croatian football player and coach,726057,84301,-641756,0.11610796397528017773,-0.88389203602471982227,65.059492036024719822270
1474088,Cem_Özdemir,Cem Özdemir,,German politician,670982,31917,-639065,0.04756759495783791518,-0.95243240504216208482,64.858932405042162084820
209351,Charlotte_of_Mecklenburg-Strelitz,Charlotte of Mecklenburg-Strelitz,1818-11-17,Queen consort of Great Britain and Ireland,866877,226611,-640266,0.26141078838174273859,-0.73858921161825726141,64.765189211618257261410
3972613,Gino_Paoli,Gino Paoli,2026-03-24,Italian recording artist; singer-songwriter,712256,74246,-638010,0.10424061011771048612,-0.89575938988228951388,64.696759389882289513880
20213373,Aubrey_Plaza,Aubrey Plaza,,American actress and comedian,227457,846964,619507,3.7236224868876315,2.7236224868876315,64.67432248688763150
6803301,Lyudmila_Shevtsova,Lyudmila Shevtsova,2026-04-13,Soviet middle-distance runner,326,20462,20136,62.7668711656441718,61.7668711656441718,63.78047116564417180
5119376,John_F._Kennedy,John F. Kennedy,1963-11-22,35th president of the United States,1676479,1045678,-630801,0.62373462477012834637,-0.37626537522987165363,63.456365375229871653630
38239085,Christopher_Abbott,Christopher Abbott,,American actor (born 1986),57480,594769,537289,10.3474077940153097,9.3474077940153097,63.07630779401530970
8229747,Usha_Mangeshkar,Usha Mangeshkar,,Indian singer (1935-),4668,205310,200642,43.9824335904027421,42.9824335904027421,63.04663359040274210
304311,Tito_Jackson,Tito Jackson,2024-09-15,American musician (1953–2024),83032,645465,562433,7.7736896618171307,6.7736896618171307,63.01698966181713070
8116137,Hans-Jürgen_Kreische,Hans-Jürgen Kreische,2026-04-01,German association football player and manager,1330,75058,73728,56.4345864661654135,55.4345864661654135,62.80738646616541350
39692887,Ben_Sasse,Ben Sasse,,United States Senator from Nebraska,44984,557523,512539,12.3938066868219811,11.3938066868219811,62.64770668682198110
171606,Ed_Harris,Ed Harris,,American actor and director,817701,206515,-611186,0.25255564075377185548,-0.74744435924622814452,61.866044359246228144520
49679283,Ebrahim_Raisi,Ebrahim Raisi,2024-05-19,President of Iran from 2021 to 2024,687704,78680,-609024,0.11440968788897548945,-0.88559031211102451055,61.787990312111024510550
52711,Leonardo_DiCaprio,Leonardo DiCaprio,,American actor and producer,1308899,698713,-610186,0.53381735336339931500,-0.46618264663660068500,61.484782646636600685000
878690,Carlos_Boozer,Carlos Boozer,,American basketball player,677965,76523,-601442,0.11287160841636367659,-0.88712839158363632341,61.031328391583636323410
13487,Hermann_Göring,Hermann Göring,1946-10-15,"German Nazi war criminal, politician and military leader",1543473,939498,-603975,0.60869091976341665841,-0.39130908023658334159,60.788809080236583341590
701860,Dave_Mason,Dave Mason,2026-04-19,British recording artist; singer-songwriter and guitarist from Worcester,22103,437653,415550,19.8006153010903497,18.8006153010903497,60.35561530109034970
197522,B._R._Ambedkar,B. R. Ambedkar,1956-12-06,India's first Minister of Law and Justice,149265,712935,563670,4.7763038890563762,3.7763038890563762,60.14330388905637620
9449341,Manuel_Neuer,Manuel Neuer,,German association football player,211700,779601,567901,3.6825743977326405,2.6825743977326405,59.47267439773264050
12726640,Lidia_Poët,Lidia Poët,1949-02-25,Italian lawyer,32225,482237,450012,14.9646858029480217,13.9646858029480217,58.96588580294802170
26091,Rupert_Murdoch,Rupert Murdoch,,Australian-born American media mogul,865716,283634,-582082,0.32762938423224244440,-0.67237061576775755560,58.880570615767757555600
54256563,Scottie_Scheffler,Scottie Scheffler,,American professional golfer (born 1996),100043,633713,533670,6.3344062053317074,5.3344062053317074,58.70140620533170740
74509881,Taz_Skylar,Taz Skylar,,Spanish actor,745251,166445,-578806,0.22334086099850922709,-0.77665913900149077291,58.657259139001490772910
314508,Afroman,Afroman,,American rapper and musician,675628,100169,-575459,0.14826058126661417230,-0.85173941873338582770,58.397639418733385827700
34226,Yuri_Gagarin,Yuri Gagarin,1968-03-27,"Soviet pilot and cosmonaut, first human in space",258511,818557,560046,3.1664300552007458,2.1664300552007458,58.17103005520074580
250811,Reza_Shah,Reza Shah,1944-07-26,Shah of Iran,733597,159730,-573867,0.21773535060803138508,-0.78226464939196861492,58.168964649391968614920
649578,John_Murtha,John Murtha,2010-02-08,American politician from the U.S. state of Pennsylvania (1932-2010),2365,113589,111224,48.0291754756871036,47.0291754756871036,58.15157547568710360
27791839,Michael_Malone_(basketball),Michael Malone,,American basketball coach,18209,391474,373265,21.4989291009940139,20.4989291009940139,57.82542910099401390
32018562,Ghislaine_Maxwell,Ghislaine Maxwell,,"British socialite, daughter of Robert Maxwell; associate of Jeffrey Epstein",976732,407812,-568920,0.41752701867042341195,-0.58247298132957658805,57.474472981329576588050
15716274,Colman_Domingo,Colman Domingo,,American actor (born 1969),155109,692971,537862,4.4676388862026059,3.4676388862026059,57.25383888620260590
41748169,Taron_Egerton,Taron Egerton,,Welsh actor and singer,197130,740796,543666,3.7579059503880688,2.7579059503880688,57.12450595038806880
30789098,Lena_Dunham,Lena Dunham,,"American actress, television producer and writer",90276,603811,513535,6.6884997119943285,5.6884997119943285,57.04199971199432850
47869290,Hailey_Bieber,Hailey Bieber,,American model and television personality (born 1996),188962,729827,540865,3.8622950646161662,2.8622950646161662,56.94879506461616620
5502549,Marco_Rubio,Marco Rubio,,United States Senator from Florida,986664,424366,-562298,0.43010183811307598129,-0.56989816188692401871,56.799698161886924018710
15552019,Aleksandr_Zatsepin,Aleksandr Zatsepin,,Soviet and Russian composer,601107,43349,-557758,0.07211528064055151579,-0.92788471935944848421,56.703684719359448484210
481634,Cillian_Murphy,Cillian Murphy,,Irish actor,1245779,686365,-559414,0.55095245625427945085,-0.44904754374572054915,56.390447543745720549150
19242083,Ruby_Rose,Ruby Rose,,"Australian model, DJ, recording artist, actor, television presenter",124818,646607,521789,5.1803986604496146,4.1803986604496146,56.35929866044961460
1471784,Laura_Smet,Laura Smet,,French actress,12814,328551,315737,25.6400031215857656,24.6400031215857656,56.21370312158576560
222789,Lata_Mangeshkar,Lata Mangeshkar,2022-02-06,Indian singer,49049,513101,464052,10.4609879916002365,9.4609879916002365,55.86618799160023650
168267,David_Allan_Coe,David Allan Coe,2026-04-29,American singer and songwriter,36913,475569,438656,12.8835098745699347,11.8835098745699347,55.74910987456993470
65802177,Jasmine_Crockett,Jasmine Crockett,,American attorney and politician (born 1981),624035,76617,-547418,0.12277676732875559864,-0.87722323267124440136,55.619023232671244401360
5220708,Christian_Lara_(footballer),Christian Lara (footballer),,Ecuadorian footballer,485,26043,25558,53.6969072164948454,52.6969072164948454,55.25270721649484540
38481813,Hassan_Rouhani,Hassan Rouhani,,President of Iran since 2013,620441,76830,-543611,0.12383127485127514139,-0.87616872514872485861,55.237268725148724858610
63390,Meryl_Streep,Meryl Streep,,American actress,603596,1145399,541803,1.8976252327715889,0.89762523277158894360,55.077925232771588943600
518843,Neil_Sedaka,Neil Sedaka,2026-02-27,American musician,613279,74711,-538568,0.12182220490184728321,-0.87817779509815271679,54.734977795098152716790
839232,Andrey_Bogolyubsky,Andrey Bogolyubsky,1174-06-29,Russian Grand Prince,706937,168687,-538250,0.23861673671062626514,-0.76138326328937373486,54.586383263289373734860
66924697,Judit_Varga_(politician),Judit Varga (politician),,Hungarian politician (1980–),64343,523776,459433,8.1403726901139207,7.1403726901139207,53.08367269011392070
3356,Bill_Clinton,Bill Clinton,,42nd president of the United States,981415,457547,-523868,0.46621154149875434959,-0.53378845850124565041,52.920588458501245650410
47669815,Federico_Valverde,Federico Valverde,,Uruguayan association football player,661863,141831,-520032,0.21429057070723095263,-0.78570942929276904737,52.788909429292769047370
46878774,Tim_Cook,Tim Cook,,"American business executive, CEO of Apple Inc.",120436,600214,479778,4.9836759772825401,3.9836759772825401,51.96147597728254010
69412590,Chappell_Roan,Chappell Roan,,American singer (born 1998),726645,215928,-510717,0.29715748405342361125,-0.70284251594657638875,51.774542515946576388750
30483842,Harry_Kane,Harry Kane,,English association football player,536716,1043494,506778,1.9442200344316175,0.94422003443161746622,51.622020034431617466220
511348,Maya_Rudolph,Maya Rudolph,,"American actress, comedian, and singer",702343,193429,-508914,0.27540532190112238607,-0.72459467809887761393,51.615994678098877613930
35459623,Harry_Styles,Harry Styles,,English singer and songwriter,1065695,556535,-509160,0.52222727891188379414,-0.47777272108811620586,51.393772721088116205860
66474275,Hans_Niemann,Hans Niemann,,American chess grandmaster,23781,384985,361204,16.1887641394390480,15.1887641394390480,51.30916413943904800
304306,Jackie_Jackson,Jackie Jackson,,American singer and member of The Jackson 5,63539,504387,440848,7.9382269157525299,6.9382269157525299,51.02302691575252990
344336,Jim_Lovell,Jim Lovell,2025-08-07,American astronaut,62567,500572,438005,8.0005753831892212,7.0005753831892212,50.80107538318922120
571542,R._D._Burman,R. D. Burman,1994-01-04,Indian musician,17503,339593,322090,19.4019882305890419,18.4019882305890419,50.61098823058904190
896986,Erik_Per_Sullivan,Erik Per Sullivan,,American actor,189656,669299,479643,3.5290156915678913,2.5290156915678913,50.49331569156789130
79571632,Chase_Infiniti,Chase Infiniti,,American actress,889800,391005,-498795,0.43943020903573836817,-0.56056979096426163183,50.440069790964261631830
463302,Ethel_Kennedy,Ethel Kennedy,2024-10-10,American human-rights campaigner,773139,280795,-492344,0.36318824946096368182,-0.63681175053903631818,49.871211750539036318180
340594,Hillel_Slovak,Hillel Slovak,1988-06-25,American-Israeli musician,830443,337915,-492528,0.40690932430040351957,-0.59309067569959648043,49.845890675699596480430
53188360,Mohammad_Pakpour,Mohammad Pakpour,2026-02-28,Iranian military officer and ex-commander of the IRGC (1961–2026),547689,63156,-484533,0.11531361776482638870,-0.88468638223517361130,49.337986382235173611300
44924226,Charles_Leclerc,Charles Leclerc,,Monégasque racing driver,674322,194714,-479608,0.28875522376550075483,-0.71124477623449924517,48.672044776234499245170
18603579,Jesse_Jackson,Jesse Jackson,2026-02-17,American politician,546526,71195,-475331,0.13026827634915813703,-0.86973172365084186297,48.402831723650841862970
74291731,Iñaki_Godoy,Iñaki Godoy,,Mexican actor,643249,167435,-475814,0.26029577970583708642,-0.73970422029416291358,48.321104220294162913580
37534026,Esteban_Andrada,Esteban Andrada,,Argentinian association football player,4719,156039,151320,33.0661157024793388,32.0661157024793388,47.19811570247933880
